"TC1617184";"AK178559";"";""
"1700092M07Rik";"chr15:79709500-79714700_F";"";""
"H2-T9";"chr8:72077827-72109034_R";"";""
"chr4:129380903-129390686_R";"Me1";"";""
"Cplx2";"Idh3g";"";""
"chr4:82156098-82196298_F";"Syngr2";"";""
"chr1:63163023-63180223_F";"Tfcp2";"";""
"chrX:151738814-151740969_R";"chr14:55671783-55680316_F";"";""
"Dusp22";"Rnf152";"";""
"A_55_P2141955";"4632428N05Rik";"";""
"Eprs";"Mycn";"";""
"Npbwr1";"Rhox2e";"";""
"Ctsk";"chr3:65463150-65463487_F";"";""
"Akt2";"Gpank1";"";""
"Tbx2";"Hsd3b2";"";""
"Ddx31";"chr2:75492010-75492464_F";"";""
"chr4:16144314-16144967_F";"Fam54b";"";""
"Zfp280b";"NAP092475-001";"";""
"chr4:136856064-136875614_R";"Cyb561d2";"";""
"Trmt12";"Mta3";"";""
"B020031H02Rik";"Pak1";"";""
"2510039O18Rik";"Adhfe1";"";""
"Mgat4b";"TC1780716";"";""
"Fbxw11";"Gfpt2";"";""
"Apc";"chr8:122920901-123008463_R";"";""
"C1ql3";"Ajap1";"";""
"Plrg1";"A530064D06Rik";"";""
"Ppapdc2";"D10Jhu81e";"";""
"Bbs12";"Ndufb11";"";""
"Slc35c2";"Scamp3";"";""
"Sgpl1";"chr17:6806500-6861042_F";"";""
"chrX:106029816-106082235_F";"chr12:82109311-82109694_R";"";""
"Gm10627";"chr6:126768864-126769326_R";"";""
"Stx6";"Jhdm1d";"";""
"Sipa1l3";"Ankrd44";"";""
"Nol12";"A_55_P2038452";"";""
"Glis2";"Gm10216";"";""
"OTTMUSG00000016609";"Rplp1";"";""
"Bap1";"Azi2";"";""
"1810062O18Rik";"Samd14";"";""
"Plcb4";"NAP114426-1";"";""
"Gm5860";"Cela1";"";""
"Zfp595";"Tagln";"";""
"Ppip5k2";"Rhoq";"";""
"Adap1";"chr16:21794415-21815365_F";"";""
"Zc3h11a";"Chaf1b";"";""
"Abca8a";"Odc1";"";""
"Sgcb";"Dmtf1";"";""
"chr8:48476637-48492537_F";"Ppp1r9a";"";""
"Chchd7";"chr2:48807211-48843911_R";"";""
"Ptp4a1";"Dyrk1a";"";""
"Polr2m";"chr3:87757295-87774970_F";"";""
"Dnajc7";"chr2:128211990-128215223_R";"";""
"chr9:57965115-57966614_R";"A830080D01Rik";"";""
"Apex2";"Srsf3";"";""
"chr1:87412059-87419385_F";"Ramp1";"";""
"chr8:57987539-57988398_F";"Tmpo";"";""
"Rab35";"Acot13";"";""
"Gm7298";"Gm8230";"";""
"ENSMUST00000163187";"Zmat1";"";""
"Lgi4";"Ttyh1";"";""
"Ccr9";"Klf1";"";""
"Aacs";"Ipo7";"";""
"chr7:28604760-28605984_F";"Lcn6";"";""
"chr12:4469975-4482792_R";"Fam84b";"";""
"Vars2";"Calm3";"";""
"Actg1";"Lrrc25";"";""
"Arhgef3";"A_55_P2129972";"";""
"A_55_P2022539";"Rasgef1b";"";""
"Eif4ebp2";"Pnpla3";"";""
"C4b";"NAP093566-001";"";""
"Rpl36";"AK135304";"";""
"Pla1a";"Prkar1a";"";""
"Igkv4-72";"Art3";"";""
"A_55_P2083149";"Il2rb";"";""
"Fam50a";"chr5:74340084-74346709_R";"";""
"chr6:4841700-4847400_F";"chr3:90425270-90435820_F";"";""
"Gpi1";"chr15:84737071-84753414_R";"";""
"Unk";"Cdk5rap2";"";""
"Eppk1";"Prdx5";"";""
"Ksr2";"Gm5637";"";""
"Rxrg";"Ceacam16";"";""
"Stox2";"chr9:30529709-30589042_R";"";""
"2010003K11Rik";"chr6:31017987-31174287_R";"";""
"chr17:7025616-7033491_F";"Tbc1d30";"";""
"Glipr2";"Fam72a";"";""
"A_55_P1964332";"Crygf";"";""
"NAP113120-1";"Fgf21";"";""
"Rbms1";"Pold3";"";""
"Chpf2";"Fam120b";"";""
"chr14:55671783-55680316_R";"Ebpl";"";""
"Sh3bgrl2";"E130308A19Rik";"";""
"Snai1";"Fuk";"";""
"Nckap5l";"Nfkb1";"";""
"chr3:95500407-95500904_F";"Klra2";"";""
"chr8:18587198-18592948_F";"Fbxo11";"";""
"Ccin";"Hadh";"";""
"chr17:32213027-32228368_R";"Ncf2";"";""
"Elk4";"Gm15800";"";""
"Vasn";"chr19:5795690-5797464_F";"";""
"D2Ertd750e";"Cldn12";"";""
"chr12:85252300-85253597_R";"Mlf1ip";"";""
"Arr3";"Slc25a17";"";""
"Cmya5";"Gm13023";"";""
"Clec4a1";"chr15:85502461-85524051_R";"";""
"chr18:12755615-12773365_F";"Bclaf1";"";""
"Grcc10";"Aup1";"";""
"Lmo4";"Zeb2";"";""
"Xpo5";"Mrpl49";"";""
"Rai12";"AK133468";"";""
"Pnpla8";"Ndufa3";"";""
"Adam1a";"Gm6377";"";""
"NAP114507-1";"Nox4";"";""
"Ppp1r16a";"Epn1";"";""
"Pdcd10";"ENSMUST00000053066";"";""
"Mef2a";"A_55_P2346654";"";""
"Gdf2";"chr13:62734450-62785325_R";"";""
"Mat1a";"chr5:137392195-137426421_R";"";""
"Gps1";"Gyg";"";""
"chr6:40693617-40720167_F";"Sgsh";"";""
"Ubr3";"5930434B04Rik";"";""
"Rps26";"Tm7sf2";"";""
"chr7:16584852-16657252_R";"chr3:95754599-95754917_R";"";""
"chr5:149775338-149781472_R";"Cyp2d10";"";""
"Mug2";"chr12:76759861-76760240_R";"";""
"chr14:20893694-20903726_F";"Rbm12";"";""
"Hmgcll1";"ENSMUST00000032900";"";""
"B230208H17Rik";"Cttnbp2nl";"";""
"chr12:76769763-76770169_R";"Gmds";"";""
"Elp4";"chr2:157361470-157379813_R";"";""
"chr16:89961600-89971725_R";"chr8:47813487-47824869_R";"";""
"D2Bwg0886e";"Hook2";"";""
"Isca1";"Cpne3";"";""
"chr17:32213027-32228368_R";"Bex1";"";""
"Whsc2";"Psrc1";"";""
"Dntt";"AW112010";"";""
"chr5:125190100-125209625_R";"Icmt";"";""
"BY098376";"chr8:27912000-27992750_F";"";""
"Tti1";"A_55_P2103706";"";""
"Epha5";"chr10:81680941-81704964_R";"";""
"Sly";"Dcaf8";"";""
"A_55_P2102715";"AF067063";"";""
"chr1:74084292-74138492_R";"2510009E07Rik";"";""
"chr18:3003075-3016150_F";"1110057K04Rik";"";""
"Cidec";"A_55_P2177639";"";""
"Cxcl16";"Xaf1";"";""
"chr8:74473445-74496948_R";"chr7:28604760-28605984_F";"";""
"E130012A19Rik";"Spna2";"";""
"Lass2";"LOC627908";"";""
"Hbegf";"Catsperg1";"";""
"Slc6a16";"Fam165b";"";""
"Med1";"Ptgis";"";""
"Adck3";"Mtap9";"";""
"A_55_P2032775";"Slc41a3";"";""
"P2rx3";"chr12:81217572-81233910_R";"";""
"Hist2h2be";"Me1";"";""
"Slc6a8";"Tyw1";"";""
"Mfsd10";"Hpgd";"";""
"Necap2";"2410001C21Rik";"";""
"Nhp2l1";"Atp1a3";"";""
"chr8:126268510-126290810_R";"Zfp78";"";""
"chr17:84470764-84486339_R";"A_55_P2125992";"";""
"Kif1c";"Sart1";"";""
"1190003J15Rik";"Ptprn2";"";""
"chr6:39269398-39269896_R";"Mrpl15";"";""
"chr14:55433382-55452757_R";"Spag4";"";""
"chr9:24307857-24309318_F";"Pon3";"";""
"ENSMUST00000032597";"Atf3";"";""
"Neto1";"Hba-a1";"";""
"Zfp706";"1700024P16Rik";"";""
"Ube4a";"chr6:40693617-40720167_F";"";""
"Stxbp3a";"Scgb3a1";"";""
"chr4:129497990-129515290_R";"Lage3";"";""
"chr8:34646787-34680312_R";"A_55_P2033665";"";""
"Sema6d";"Rtn4";"";""
"A_55_P2021350";"chr18:36472370-36472659_F";"";""
"Tinag";"Cd83";"";""
"Copg";"Stra8";"";""
"Gm14151";"1110032A03Rik";"";""
"Fblim1";"Coro1c";"";""
"Trpc4";"chr1:45066850-45095650_R";"";""
"Itih4";"Snhg6";"";""
"Snap47";"Qpct";"";""
"Rpl35a";"Slc39a8";"";""
"chr17:34018371-34019394_R";"Olfr578";"";""
"Exoc4";"Lsm6";"";""
"NAP029896-1";"chr8:125031410-125075960_R";"";""
"chr16:34559623-34560462_R";"chr19:16059564-16085402_F";"";""
"chr3:125556577-125557102_R";"LOC236220";"";""
"chr11:102878974-102888924_R";"Birc5";"";""
"chr10:83325890-83402790_R";"Eif4e3";"";""
"chr17:5795893-5835243_F";"H2-Q1";"";""
"Ypel3";"chr1:107866276-107887102_R";"";""
"chr19:12084892-12085332_F";"4930513O06Rik";"";""
"chr8:74333475-74384150_F";"Slco3a1";"";""
"chr15:32167516-32174417_R";"Agfg1";"";""
"Anxa7";"chr2:104702675-104736600_F";"";""
"Net1";"chr6:11996975-12037300_F";"";""
"chr3:51890691-51891781_R";"chr6:129151512-129208737_R";"";""
"Dock11";"Gm7742";"";""
"Odc1";"Il1rn";"";""
"Zc3hav1";"chr8:122787689-122788088_R";"";""
"Cyp2e1";"Rps6ka3";"";""
"Shpk";"F730043M19Rik";"";""
"Mapkapk5";"Anxa5";"";""
"Tmem158";"Tgfb1i1";"";""
"chr1:175653557-175671940_R";"Stk16";"";""
"Sp5";"Klhl22";"";""
"chr1:139713316-139913366_F";"Nfatc1";"";""
"chr11:120079199-120130099_R";"Tnfrsf12a";"";""
"Rae1";"NAP068797-1";"";""
"Klra17";"Kifap3";"";""
"Cerk";"Lypd5";"";""
"1190002H23Rik";"C330007P06Rik";"";""
"Bhlha9";"ENSMUST00000145257";"";""
"Rnf144b";"Uroc1";"";""
"Gpr27";"TC1651158";"";""
"Ube2q2";"Nhlrc2";"";""
"Fgf1";"Brcc3";"";""
"Mfsd2a";"Lman1l";"";""
"Pank4";"Myo10";"";""
"Mapk6";"Bcas3";"";""
"Dck";"chr10:96098058-96098623_F";"";""
"Zfp956";"Vmn2r10";"";""
"Gm11437";"Nadk";"";""
"Gm4384";"2310001A20Rik";"";""
"chr16:64761963-64762369_R";"Ehd4";"";""
"Rbbp4";"Nfx1";"";""
"ENSMUST00000117580";"Taf10";"";""
"chr1:93744621-93825321_F";"TC1632811";"";""
"chr3:37612203-37612619_F";"Hyal1";"";""
"Sdpr";"Slc25a27";"";""
"Cacna1i";"chr2:22782700-22801900_F";"";""
"Fmnl2";"Obfc1";"";""
"4933406I18Rik";"Hivep2";"";""
"Prdx6";"Tuba8";"";""
"Zfp330";"Frk";"";""
"Emp1";"Csnk2a1";"";""
"Pyhin1";"Pdp2";"";""
"Son";"Tmc8";"";""
"Commd10";"chr5:74487385-74497428_R";"";""
"Ccdc86";"D930023I05Rik";"";""
"A830012C17Rik";"Cyb5r3";"";""
"Polr2i";"Prx";"";""
"Hars2";"chr18:23922600-23937275_R";"";""
"Aarsd1";"4933427D06Rik";"";""
"chr19:53624826-53625580_R";"Dynll2";"";""
"Clec4d";"Iffo2";"";""
"1810058I24Rik";"Cdkn2c";"";""
"chr19:53517903-53540753_R";"Sox4";"";""
"Mia1";"Gm14989";"";""
"chr15:102932714-102935033_F";"Smox";"";""
"chr2:150072436-150074859_F";"ENSMUST00000103576";"";""
"Lhx2";"Il18bp";"";""
"Psmd13";"chr3:51890691-51891781_R";"";""
"A_55_P2166389";"Nsun4";"";""
"Gm10272";"AU024581";"";""
"B4galt6";"Hax1";"";""
"Sox4";"Tfpi2";"";""
"Ube2q2";"NAP092869-001";"";""
"Zranb1";"Clint1";"";""
"Dgkd";"Syk";"";""
"Cep250";"Calr";"";""
"TC1780673";"Timp3";"";""
"Setd8";"Chi3l1";"";""
"Ppp1r3c";"Sars";"";""
"Olfr1384";"Decr1";"";""
"chrX:7327721-7328024_R";"Arhgef15";"";""
"Snx14";"Gnpnat1";"";""
"Fam43a";"Vamp7";"";""
"Snx32";"March2";"";""
"Vmn2r4";"Caprin2";"";""
"1700113H08Rik";"Pipox";"";""
"Gm16441";"chr3:146515333-146557069_F";"";""
"A_55_P2175451";"A_55_P2070944";"";""
"chr18:38398058-38409852_R";"Med15";"";""
"Ttc12";"2610035D17Rik";"";""
"Arrb2";"Trib3";"";""
"chr4:13369325-13456750_F";"chr6:129151512-129208737_F";"";""
"chr5:74487385-74497428_F";"Nans";"";""
"Glce";"AK143362";"";""
"Cyp3a13";"Lrp1";"";""
"Ifnar1";"AI790276";"";""
"Golm1";"Bax";"";""
"1500004F05Rik";"Slc31a1";"";""
"Plg";"Icam1";"";""
"9030625A04Rik";"Map4k1";"";""
"Gm5150";"chr2:167404245-167414345_F";"";""
"Adamts13";"LOC100504651";"";""
"chr17:56687541-56694631_R";"Emp2";"";""
"Tbp";"chr3:138239464-138241728_R";"";""
"Rps28";"Chst11";"";""
"Iqcg";"A_55_P2074381";"";""
"Podnl1";"Yme1l1";"";""
"chr1:64686823-64728598_R";"Fam102b";"";""
"Gm5088";"Ndufb7";"";""
"A_55_P2323913";"Pabpc4l";"";""
"NAP072206-1";"chr5:74487385-74497428_F";"";""
"AI182371";"Usp14";"";""
"Gnal";"chr11:95644899-95658549_R";"";""
"Wdr83";"Parp9";"";""
"Plagl1";"Ctps2";"";""
"Ywhaq";"chr14:77511189-77522852_F";"";""
"Abca2";"Gm6613";"";""
"Cyr61";"chrX:72966144-73011019_R";"";""
"Pla2g12b";"Adh7";"";""
"chr12:17888352-17907493_F";"Gm10687";"";""
"Ctdsp2";"chr5:123582742-123588117_R";"";""
"Plac8";"NAP025353-001";"";""
"chr8:47755709-47824779_R";"chr5:105032961-105037248_F";"";""
"Fam129b";"Ftl1";"";""
"Ppme1";"Arhgap26";"";""
"Gm6329";"Prkd2";"";""
"Mpnd";"Sema4b";"";""
"Epas1";"AK136374";"";""
"Cstf3";"A_55_P2096166";"";""
"Prdx4";"Psmd14";"";""
"A_55_P2015530";"Ap1s3";"";""
"BC080695";"Tmem106a";"";""
"chr2:128137419-128141735_R";"A_55_P2170263";"";""
"Cenpa";"Chadl";"";""
"ENSMUST00000080097";"B930078G14Rik";"";""
"chr3:95754599-95754917_R";"chr6:47595238-47601893_F";"";""
"C1qtnf2";"chr9:56913341-56913901_R";"";""
"chr18:61781410-61788685_R";"Mtf2";"";""
"Zfp433";"Cmtm7";"";""
"Gkap1";"chr3:107608348-107636457_R";"";""
"Lrrc59";"A_55_P1969874";"";""
"D17Zt10e";"1200016B10Rik";"";""
"Klc1";"chr6:126502067-126507755_F";"";""
"Abtb1";"1700009P17Rik";"";""
"Sf3b3";"ENSMUST00000131176";"";""
"chr12:110909258-110913909_F";"chr1:141070245-141076841_F";"";""
"Gypc";"Rxrb";"";""
"Nnt";"ENSMUST00000099182";"";""
"Wdr38";"Fam82b";"";""
"chr15:63902437-63908787_F";"4930415C11Rik";"";""
"Pan2";"ENSMUST00000098676";"";""
"NAP059518-1";"Azi1";"";""
"chr9:51905865-51911474_R";"Epb4.1l3";"";""
"Rab17";"Ccl19";"";""
"A_55_P2102759";"Syncrip";"";""
"chr15:85412264-85549139_F";"Qrsl1";"";""
"Shroom1";"ENSMUST00000103658";"";""
"Ston1";"ENSMUST00000148247";"";""
"Prg4";"Iqgap3";"";""
"chr2:143988645-143993945_F";"ENSMUST00000142712";"";""
"Retsat";"Ywhaq";"";""
"NAP113833-1";"Pde4d";"";""
"Iqsec3";"Mob3a";"";""
"Glo1";"Rpl17";"";""
"Sms";"Shc1";"";""
"Fam64a";"Mtx2";"";""
"Tardbp";"Ccdc12";"";""
"ENSMUST00000101077";"ENSMUST00000095940";"";""
"ENSMUST00000115233";"chr17:87674225-87682154_R";"";""
"Pomp";"Eny2";"";""
"Adam11";"chr14:65430484-65432413_R";"";""
"Thbs1";"chr15:79764481-79809909_F";"";""
"chr6:135294099-135300310_F";"Plin4";"";""
"5830416P10Rik";"Hnf4g";"";""
"Galnt2";"Prpf4";"";""
"Fermt1";"Gm19364";"";""
"A_55_P2067266";"Xk";"";""
"chr17:85422370-85423168_F";"A330069E16Rik";"";""
"Upp1";"chr6:31115515-31168433_R";"";""
"chr17:86560289-86565864_R";"Phka1";"";""
"Ncoa2";"Cenph";"";""
"CA492558";"Xpo4";"";""
"Spcs2";"ENSMUST00000046721";"";""
"Zcchc8";"chrX:138966975-138981525_F";"";""
"Ranbp6";"chr6:31267612-31293337_R";"";""
"Cyp4a14";"BQ042754";"";""
"Tmem53";"Slc3a2";"";""
"A_55_P2138416";"Tmem48";"";""
"Krt85";"Col6a2";"";""
"Cdca8";"Chmp6";"";""
"Gem";"Pmm1";"";""
"chr8:73645975-73696275_F";"Wdr37";"";""
"1110020A21Rik";"chr10:94900849-94928059_F";"";""
"chr16:23534663-23535172_F";"A_55_P2059961";"";""
"Rnf207";"Sgms1";"";""
"Gm4934";"Mios";"";""
"Scg5";"NAP062640-1";"";""
"Chid1";"4930522L14Rik";"";""
"Impg1";"Ccbe1";"";""
"Bcl6";"Olfr441";"";""
"AI790442";"A330062J17Rik";"";""
"Fam73a";"H19";"";""
"Rpl12";"Ap1b1";"";""
"Socs4";"A_55_P2145480";"";""
"Ppargc1b";"chr11:120041124-120052299_R";"";""
"Dph1";"Saal1";"";""
"Ypel3";"Manbal";"";""
"chr10:74325583-74396665_R";"Nme1";"";""
"Ndufa9";"4930455F23Rik";"";""
"A_55_P1988481";"Myo18a";"";""
"chr11:119254413-119296960_F";"chr1:88339354-88345004_F";"";""
"chr12:82495575-82516300_F";"chr12:109619407-109619843_F";"";""
"5033414D02Rik";"Tfcp2";"";""
"Tceal5";"Il18";"";""
"Papd5";"5430400D12Rik";"";""
"D14Ertd668e";"Sdr9c7";"";""
"chr1:141824450-141835125_F";"2610002J23Rik";"";""
"Gdap2";"chr4:126009815-126015875_F";"";""
"Slc15a4";"Atp13a1";"";""
"TC1678442";"Kif19a";"";""
"Eapp";"Cd2ap";"";""
"chr15:38630866-38640611_F";"Xkrx";"";""
"Zfp280c";"Tsr1";"";""
"Cyp3a44";"A_55_P2137984";"";""
"Trim24";"Cnih";"";""
"Grm8";"chr6:128393530-128394127_F";"";""
"Orc2";"chr17:3206316-3208050_F";"";""
"Rpl41";"chr5:112205091-112240992_F";"";""
"Mat2a";"LOC100504608";"";""
"chr12:17350856-17355179_R";"chr17:3103174-3114885_F";"";""
"D630010B17Rik";"A_55_P2097560";"";""
"Ahnak";"Irf7";"";""
"Pigr";"chr1:139856545-139857204_F";"";""
"Awat2";"Rnu3b1";"";""
"NAP103572-1";"Aqp8";"";""
"chr4:129380903-129390686_R";"NAP061314-1";"";""
"Tssk1";"1700003F12Rik";"";""
"chr9:13281056-13281599_F";"chr6:47926997-47927875_F";"";""
"Ddx56";"Vpreb3";"";""
"Ms4a6c";"BC025933";"";""
"Cox6a1";"Pprc1";"";""
"Sltm";"6330406I15Rik";"";""
"2610039C10Rik";"Abcb1a";"";""
"Zkscan3";"Gstm2";"";""
"chr15:85300937-85301522_F";"Morc4";"";""
"chr11:119797116-119804012_R";"Colec11";"";""
"Tgm2";"Myh6";"";""
"Pias2";"Mtss1";"";""
"Iars2";"Cyp4f15";"";""
"ENSMUST00000099328";"Mthfr";"";""
"chr15:59059450-59070576_R";"Dok2";"";""
"Ttc38";"Gpr35";"";""
"A_55_P2037588";"Serpina4-ps1";"";""
"H2-Q2";"Iqcc";"";""
"Tbc1d10b";"Tet1";"";""
"Dennd1c";"Rbbp5";"";""
"Chtf8";"Psmb1";"";""
"A_55_P2030761";"Fam78a";"";""
"Atp5g1";"chr19:57426515-57435165_R";"";""
"Abhd10";"Atg14";"";""
"chr13:94180737-94182912_F";"Smc5";"";""
"chr11:97275905-97310538_F";"A_55_P2048660";"";""
"chr2:104597982-104600748_R";"chr15:79764481-79809909_R";"";""
"Phtf2";"Gnb2";"";""
"Olfr620";"Rnf40";"";""
"Areg";"Gins2";"";""
"Ropn1l";"Gstm3";"";""
"Hnrnpl";"Zscan10";"";""
"Fam158a";"0610009D07Rik";"";""
"Pet112l";"6720401G13Rik";"";""
"Tufm";"chr17:22420025-22457650_F";"";""
"Stxbp6";"Pmm1";"";""
"1110019D14Rik";"AK010878";"";""
"Rplp0";"Tmtc4";"";""
"Atxn1";"Abcc12";"";""
"Tufm";"Mab21l3";"";""
"1700028I16Rik";"chr11:95627874-95640824_F";"";""
"chr10:83181374-83249918_R";"Bivm";"";""
"Trip6";"Vps26a";"";""
"Gbp4";"Marco";"";""
"1110028F11Rik";"Agpat4";"";""
"chr4:33338918-33378389_F";"D14Ertd670e";"";""
"chr14:78957377-78962977_R";"Vps29";"";""
"chr19:7458725-7474825_F";"Cited2";"";""
"Esr1";"chr1:85304494-85305390_R";"";""
"C3ar1";"chr8:106619342-106624851_R";"";""
"Pdia6";"ENSMUST00000165619";"";""
"Stat5b";"A_55_P2016326";"";""
"Mef2d";"Hccs";"";""
"NAP030645-1";"Gm14625";"";""
"Gpr135";"Rab39";"";""
"Mrps16";"chr16:93121505-93142255_R";"";""
"Galt";"chr7:66874527-67012170_R";"";""
"Rffl";"chr12:110842149-110845695_F";"";""
"Prdm1";"chr8:80581177-80621652_R";"";""
"chr14:79248990-79315446_F";"Zfp14";"";""
"Mrps27";"Casp6";"";""
"Mup4";"chr6:86477309-86537554_R";"";""
"Csrp2bp";"A_55_P1957870";"";""
"Wrnip1";"Pja1";"";""
"chr10:8606683-8665783_F";"Kbtbd7";"";""
"Rpain";"Cybasc3";"";""
"Mmp13";"chr12:88216447-88224965_F";"";""
"Myom1";"Rpl9";"";""
"Gfra2";"Klhl17";"";""
"Tmem88";"Chchd8";"";""
"Txnrd1";"D3Ertd751e";"";""
"Lifr";"Gpn2";"";""
"Gps1";"Krtcap3";"";""
"chr18:23922600-23937275_F";"Cyp2b9";"";""
"4933437F05Rik";"H2-Q7";"";""
"Trmt6";"Zfp235";"";""
"Grasp";"Sp4";"";""
"Ankrd33b";"NAP058187-1";"";""
"Rttn";"Prdx6";"";""
"chr3:100363012-100369462_R";"Mrps18b";"";""
"Itga1";"Slc46a1";"";""
"chr2:129402701-129403112_R";"Gpr3";"";""
"Car5a";"chr1:52507332-52514490_R";"";""
"Lars";"chr5:125190100-125209625_F";"";""
"Gm5215";"chr16:23992037-24001037_F";"";""
"Odf2";"AK011488";"";""
"Ngrn";"Shcbp1";"";""
"Vapb";"Klf3";"";""
"Pax2";"Timp2";"";""
"Ercc3";"Phf21b";"";""
"Dsel";"2210013O21Rik";"";""
"Kdm6b";"Bex1";"";""
"Hnrnpc";"chr2:135472670-135484220_R";"";""
"Daam2";"chr2:151992806-152025456_F";"";""
"Smcr7";"6820445E23Rik";"";""
"Lrp1";"Htra2";"";""
"Disc1";"Snx1";"";""
"2610029K11Rik";"Fam55d";"";""
"A_55_P2084851";"chr12:110944403-110988678_F";"";""
"Ufm1";"chr6:120670699-120677449_F";"";""
"Ptch1";"Dclk3";"";""
"TC1660463";"Zfp101";"";""
"chr8:35143801-35144482_F";"AK148702";"";""
"Dnajb5";"A_55_P2055299";"";""
"Nap1l1";"Scpep1";"";""
"Tgfbr2";"chr4:59264275-59287850_F";"";""
"Tmed1";"Slc25a19";"";""
"Srm";"BC030336";"";""
"A_55_P2040773";"AK138827";"";""
"Herc6";"chr3:41143423-41359623_F";"";""
"Tgm2";"Mospd1";"";""
"Hpcal1";"Kmo";"";""
"chr5:15146475-15170100_F";"Susd4";"";""
"chr4:124127144-124334840_F";"Glcci1";"";""
"NAP112198-1";"1810014B01Rik";"";""
"Dyrk1b";"Mcm10";"";""
"chr15:61984389-62102500_F";"Serpina11";"";""
"Fam178a";"Gm19809";"";""
"Pdzd4";"Ccdc23";"";""
"Dtnb";"Ube2i";"";""
"Cdc14a";"chr19:57426515-57435165_R";"";""
"chr16:9249688-9275013_F";"Krt20";"";""
"Hnrnpa3";"Ms4a4c";"";""
"2210019I11Rik";"BC028789";"";""
"Ccdc122";"Stk30";"";""
"Cdc42";"Psat1";"";""
"Atp6v1a";"Expi";"";""
"Ptms";"AK076101";"";""
"Chchd7";"Cyp2s1";"";""
"Inpp5a";"Slc20a1";"";""
"chr8:18587198-18592948_F";"chr9:14460976-14488051_F";"";""
"Bscl2";"Epb4.1l5";"";""
"Ugt2a3";"2610035D17Rik";"";""
"Ear12";"Fam57a";"";""
"Magi1";"Ptpla";"";""
"A_55_P2080460";"Mbl2";"";""
"Tns3";"Prss51";"";""
"Rrbp1";"Rpsa";"";""
"Stk11ip";"Spata5";"";""
"Galnt12";"1700023A16Rik";"";""
"Fbln5";"Klhdc7a";"";""
"AI195381";"Zbtb8os";"";""
"Ccdc106";"chr15:73227424-73257474_F";"";""
"Parp8";"chr3:36280098-36347798_F";"";""
"Mgst1";"Pllp";"";""
"chr10:94900849-94928059_R";"Tmsb4x";"";""
"Smarcc1";"Amz2";"";""
"4930469K13Rik";"1500016L03Rik";"";""
"chr8:74431707-74442440_F";"2410015M20Rik";"";""
"Pak2";"chr1:162965309-162970704_R";"";""
"A_55_P2090953";"Clcn2";"";""
"Ube2c";"Ccrl2";"";""
"Josd2";"Itgb1bp1";"";""
"Tgfbr1";"ENSMUST00000050753";"";""
"F13a1";"Bfar";"";""
"Pik3c2a";"Gpr45";"";""
"Kcne3";"Fam160b2";"";""
"Acvrl1";"Ccpg1";"";""
"Foxa1";"chr15:61984389-62102500_R";"";""
"Zyx";"Polr1d";"";""
"Treml1";"Grcc10";"";""
"Csrnp3";"F830005D05Rik";"";""
"Klf12";"Hist1h2ag";"";""
"Iqcd";"NAP114786-1";"";""
"Smcr7l";"Irf8";"";""
"Nprl2";"Gfer";"";""
"Slc9a9";"As3mt";"";""
"ENSMUST00000115934";"A_55_P2181181";"";""
"chr3:104415775-104442425_R";"Ctrb1";"";""
"Stambpl1";"Gcsh";"";""
"Panx1";"Gm11123";"";""
"chr15:79764481-79809909_F";"AI429363";"";""
"Tgfbr3";"Taf13";"";""
"AK037423";"chr16:3111550-3130500_R";"";""
"A130072N09Rik";"Mfsd5";"";""
"A_55_P2072925";"Zbtb24";"";""
"A_55_P1981830";"Eif4enif1";"";""
"Olfr559";"A_55_P2104492";"";""
"Ndufb5";"AK144914";"";""
"4933439C10Rik";"Zfp787";"";""
"Hmga1";"Wbp4";"";""
"Sgk1";"Uqcrq";"";""
"1700112J16Rik";"Plcl2";"";""
"chr10:57550245-57550421_F";"Smc2";"";""
"Hist3h2ba";"Tmem188";"";""
"Mrpl12";"Zfp759";"";""
"Gna13";"Gm13807";"";""
"Gm4076";"Rnf220";"";""
"Trim59";"9030601B04Rik";"";""
"chr1:36086491-36087863_R";"chr17:46972160-46997919_F";"";""
"Cd6";"Fbxl8";"";""
"Rpl17";"chr12:109603526-109647403_F";"";""
"chr7:134374716-134375286_R";"Commd5";"";""
"4833415N18Rik";"Banp";"";""
"Nxph3";"March5";"";""
"Lass5";"Slc16a12";"";""
"A_55_P2004469";"ENSMUST00000064830";"";""
"H2-T24";"Pttg1";"";""
"Selenbp1";"Ubtd2";"";""
"Nos1ap";"Nmnat1";"";""
"Zfp346";"Oasl1";"";""
"chr6:47604919-47702924_R";"Vma21";"";""
"Fli1";"Rgl3";"";""
"Cdyl2";"NAP114786-1";"";""
"Tollip";"Atp5j";"";""
"Fam195b";"ENSMUST00000077110";"";""
"chr4:11102287-11118421_R";"Recql";"";""
"Spag5";"Gm10693";"";""
"Ndufa3";"BC031353";"";""
"Ndufb11";"ENSMUST00000103299";"";""
"Nhp2";"Hpse";"";""
"Dagla";"Hic2";"";""
"Phlda3";"Spaca7";"";""
"Cd274";"Tnfsf9";"";""
"Tbpl1";"LOC636187";"";""
"Tnfrsf18";"Ostm1";"";""
"chr8:114477602-114488627_R";"Cd84";"";""
"Ccdc77";"chr16:34524589-34573439_R";"";""
"A_55_P2317346";"Comtd1";"";""
"2410002O22Rik";"Cxcl10";"";""
"chr11:119254413-119296960_F";"Ahnak";"";""
"Grm5";"Dpys";"";""
